s,p,o
http://wistor.nl/utrecht/areaaldata/id/7E07ADE1-07BD-4774-8A83-BF879698F13A,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/92CBFB67-2194-4FEF-8616-D4B1FD51F08A
http://wistor.nl/utrecht/areaaldata/id/7F419ACC-72FF-4BC1-8C4F-D91AA4F67FF8,http://www.opengis.net/ont/geosparql#asGeoJSON,"{""type"":""LineString"",""coordinates"":[[5.025486623934671,52.08584797943844],[5.025486829381964,52.085850224670054],[5.025487034829279,52.08585246990161]]}"
http://wistor.nl/utrecht/areaaldata/id/7F419ACC-72FF-4BC1-8C4F-D91AA4F67FF8,http://www.opengis.net/ont/geosparql#asWKT,"LineString (5.025487034829279 52.08585246990161, 5.025486829381964 52.085850224670054, 5.025486623934671 52.08584797943844)"
http://wistor.nl/utrecht/areaaldata/id/7F419ACC-72FF-4BC1-8C4F-D91AA4F67FF8,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://data.crow.nl/imbor/def/ea3de512-7af7-439f-bdd4-1ddacf6cc2bc
http://wistor.nl/utrecht/areaaldata/id/7F419ACC-72FF-4BC1-8C4F-D91AA4F67FF8,http://www.wistor.nl/imborconversie#C_pl_Contouren_ID,{7F419ACC-72FF-4BC1-8C4F-D91AA4F67FF8}
http://wistor.nl/utrecht/areaaldata/id/7F419ACC-72FF-4BC1-8C4F-D91AA4F67FF8,https://data.crow.nl/imbor/def/1e0da1f5-df4c-4b39-ae26-e47cc2d3b847,'t Weer
http://wistor.nl/utrecht/areaaldata/id/7F419ACC-72FF-4BC1-8C4F-D91AA4F67FF8,https://data.crow.nl/imbor/def/2b1b2ffa-6cdd-4c54-b8c3-475757e347ff,0.5003998401
http://wistor.nl/utrecht/areaaldata/id/7F419ACC-72FF-4BC1-8C4F-D91AA4F67FF8,https://data.crow.nl/imbor/def/4e721262-e6e2-41df-bb99-0b6693e32435,https://data.crow.nl/imbor/id/domeinwaarden/b5a9a70f-97ec-4025-bcd0-06c38ac8073a
http://wistor.nl/utrecht/areaaldata/id/7F419ACC-72FF-4BC1-8C4F-D91AA4F67FF8,https://data.crow.nl/imbor/def/53b695c9-5b86-425e-b65a-537c6d6868e2,168
http://wistor.nl/utrecht/areaaldata/id/7F419ACC-72FF-4BC1-8C4F-D91AA4F67FF8,https://data.crow.nl/imbor/def/5f430c8d-7503-4a69-9e2f-f0b6e6c7f54e,{7F419ACC-72FF-4BC1-8C4F-D91AA4F67FF8}
http://wistor.nl/utrecht/areaaldata/id/7F419ACC-72FF-4BC1-8C4F-D91AA4F67FF8,https://data.crow.nl/imbor/def/888e13ae-214e-471e-839b-79d77d69d46e,"LineString (130207.876456395 455349.209806754, 130207.861130852 455348.960076644, 130207.845805309 455348.710346534)"
http://wistor.nl/utrecht/areaaldata/id/7F419ACC-72FF-4BC1-8C4F-D91AA4F67FF8,https://data.crow.nl/imbor/def/e131b17d-2b7f-4647-95df-ce38ec97a3f2,De Meern
http://wistor.nl/utrecht/areaaldata/id/7F419ACC-72FF-4BC1-8C4F-D91AA4F67FF8,https://data.crow.nl/imbor/def/eddf0b00-9121-490c-8d2c-272d1e67d8c3,VLEUTEN - DE MEERN
http://wistor.nl/utrecht/areaaldata/id/7F419ACC-72FF-4BC1-8C4F-D91AA4F67FF8,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/1AE1CCDC-7BF6-45E2-8358-66A2B9A3CC23
http://wistor.nl/utrecht/areaaldata/id/7F419ACC-72FF-4BC1-8C4F-D91AA4F67FF8,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/2C7C4719-E6B7-403A-8FA7-DC76E3EDF7E2
http://wistor.nl/utrecht/areaaldata/id/82B91A20-7064-4C09-9E3D-A05627634DF3,http://www.opengis.net/ont/geosparql#asGeoJSON,"{""type"":""LineString"",""coordinates"":[[5.111860352666395,52.09247877877237],[5.112009802641734,52.0922715285917]]}"
http://wistor.nl/utrecht/areaaldata/id/82B91A20-7064-4C09-9E3D-A05627634DF3,http://www.opengis.net/ont/geosparql#asWKT,"LineString (5.111860352666395 52.09247877877237, 5.112009802641734 52.0922715285917)"
http://wistor.nl/utrecht/areaaldata/id/82B91A20-7064-4C09-9E3D-A05627634DF3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://data.crow.nl/imbor/def/ea3de512-7af7-439f-bdd4-1ddacf6cc2bc
http://wistor.nl/utrecht/areaaldata/id/82B91A20-7064-4C09-9E3D-A05627634DF3,http://www.wistor.nl/imborconversie#C_pl_Contouren_ID,{82B91A20-7064-4C09-9E3D-A05627634DF3}
http://wistor.nl/utrecht/areaaldata/id/82B91A20-7064-4C09-9E3D-A05627634DF3,https://data.crow.nl/imbor/def/1e0da1f5-df4c-4b39-ae26-e47cc2d3b847,"Hoog Catharijne, Leidseveer, NS"
http://wistor.nl/utrecht/areaaldata/id/82B91A20-7064-4C09-9E3D-A05627634DF3,https://data.crow.nl/imbor/def/2b1b2ffa-6cdd-4c54-b8c3-475757e347ff,25.2307888204
http://wistor.nl/utrecht/areaaldata/id/82B91A20-7064-4C09-9E3D-A05627634DF3,https://data.crow.nl/imbor/def/4e721262-e6e2-41df-bb99-0b6693e32435,https://data.crow.nl/imbor/id/domeinwaarden/01a31554-111c-4765-82cb-79f0b178eb8e
http://wistor.nl/utrecht/areaaldata/id/82B91A20-7064-4C09-9E3D-A05627634DF3,https://data.crow.nl/imbor/def/53b695c9-5b86-425e-b65a-537c6d6868e2,148
http://wistor.nl/utrecht/areaaldata/id/82B91A20-7064-4C09-9E3D-A05627634DF3,https://data.crow.nl/imbor/def/5f430c8d-7503-4a69-9e2f-f0b6e6c7f54e,{82B91A20-7064-4C09-9E3D-A05627634DF3}
http://wistor.nl/utrecht/areaaldata/id/82B91A20-7064-4C09-9E3D-A05627634DF3,https://data.crow.nl/imbor/def/888e13ae-214e-471e-839b-79d77d69d46e,"LineString (136130.69808747 456060.479114955, 136140.852519378 456037.381924279)"
http://wistor.nl/utrecht/areaaldata/id/82B91A20-7064-4C09-9E3D-A05627634DF3,https://data.crow.nl/imbor/def/e131b17d-2b7f-4647-95df-ce38ec97a3f2,Binnenstad city- en winkelgebied
http://wistor.nl/utrecht/areaaldata/id/82B91A20-7064-4C09-9E3D-A05627634DF3,https://data.crow.nl/imbor/def/eddf0b00-9121-490c-8d2c-272d1e67d8c3,BINNENSTAD
http://wistor.nl/utrecht/areaaldata/id/82B91A20-7064-4C09-9E3D-A05627634DF3,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/413A5325-7861-4E6C-BB99-A73992FF0FA3
http://wistor.nl/utrecht/areaaldata/id/82B91A20-7064-4C09-9E3D-A05627634DF3,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/D2C3215E-3FB1-40EF-AA79-8D87D7073C1B
http://wistor.nl/utrecht/areaaldata/id/8C71EE0E-A30F-4635-877F-47495CCEAD73,http://www.opengis.net/ont/geosparql#asGeoJSON,"{""type"":""LineString"",""coordinates"":[[5.126732448872003,52.11626290652245],[5.126837514074617,52.11632485924483]]}"
http://wistor.nl/utrecht/areaaldata/id/8C71EE0E-A30F-4635-877F-47495CCEAD73,http://www.opengis.net/ont/geosparql#asWKT,"LineString (5.126837514074617 52.11632485924483, 5.126732448872003 52.11626290652245)"
http://wistor.nl/utrecht/areaaldata/id/8C71EE0E-A30F-4635-877F-47495CCEAD73,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://data.crow.nl/imbor/def/ea3de512-7af7-439f-bdd4-1ddacf6cc2bc
http://wistor.nl/utrecht/areaaldata/id/8C71EE0E-A30F-4635-877F-47495CCEAD73,http://www.wistor.nl/imborconversie#C_pl_Contouren_ID,{8C71EE0E-A30F-4635-877F-47495CCEAD73}
http://wistor.nl/utrecht/areaaldata/id/8C71EE0E-A30F-4635-877F-47495CCEAD73,https://data.crow.nl/imbor/def/1e0da1f5-df4c-4b39-ae26-e47cc2d3b847,Wolgadreef e.o.
http://wistor.nl/utrecht/areaaldata/id/8C71EE0E-A30F-4635-877F-47495CCEAD73,https://data.crow.nl/imbor/def/2b1b2ffa-6cdd-4c54-b8c3-475757e347ff,9.9648647758
http://wistor.nl/utrecht/areaaldata/id/8C71EE0E-A30F-4635-877F-47495CCEAD73,https://data.crow.nl/imbor/def/4e721262-e6e2-41df-bb99-0b6693e32435,https://data.crow.nl/imbor/id/domeinwaarden/01a31554-111c-4765-82cb-79f0b178eb8e
http://wistor.nl/utrecht/areaaldata/id/8C71EE0E-A30F-4635-877F-47495CCEAD73,https://data.crow.nl/imbor/def/53b695c9-5b86-425e-b65a-537c6d6868e2,128
http://wistor.nl/utrecht/areaaldata/id/8C71EE0E-A30F-4635-877F-47495CCEAD73,https://data.crow.nl/imbor/def/5f430c8d-7503-4a69-9e2f-f0b6e6c7f54e,{8C71EE0E-A30F-4635-877F-47495CCEAD73}
http://wistor.nl/utrecht/areaaldata/id/8C71EE0E-A30F-4635-877F-47495CCEAD73,https://data.crow.nl/imbor/def/888e13ae-214e-471e-839b-79d77d69d46e,"LineString (137166.594 458709.783, 137159.373 458702.916)"
http://wistor.nl/utrecht/areaaldata/id/8C71EE0E-A30F-4635-877F-47495CCEAD73,https://data.crow.nl/imbor/def/e131b17d-2b7f-4647-95df-ce38ec97a3f2,"Taagdreef,Wolgadreef"
http://wistor.nl/utrecht/areaaldata/id/8C71EE0E-A30F-4635-877F-47495CCEAD73,https://data.crow.nl/imbor/def/eddf0b00-9121-490c-8d2c-272d1e67d8c3,OVERVECHT
http://wistor.nl/utrecht/areaaldata/id/8C71EE0E-A30F-4635-877F-47495CCEAD73,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/2A604D9C-0F39-401F-891A-A7026767C57D
http://wistor.nl/utrecht/areaaldata/id/8C71EE0E-A30F-4635-877F-47495CCEAD73,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/58C22875-CF43-4BE3-B6D8-26B1C14D4021
http://wistor.nl/utrecht/areaaldata/id/919CD8BA-8802-4DD4-9551-093EC99BD46B,http://www.opengis.net/ont/geosparql#asGeoJSON,"{""type"":""LineString"",""coordinates"":[[5.11459911858028,52.091934022098954],[5.114688328893751,52.09197491840891],[5.114873153671253,52.0920394666785]]}"
http://wistor.nl/utrecht/areaaldata/id/919CD8BA-8802-4DD4-9551-093EC99BD46B,http://www.opengis.net/ont/geosparql#asWKT,"LineString (5.11459911858028 52.091934022098954, 5.114688328893751 52.09197491840891, 5.114873153671253 52.0920394666785)"
http://wistor.nl/utrecht/areaaldata/id/919CD8BA-8802-4DD4-9551-093EC99BD46B,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://data.crow.nl/imbor/def/ea3de512-7af7-439f-bdd4-1ddacf6cc2bc
http://wistor.nl/utrecht/areaaldata/id/919CD8BA-8802-4DD4-9551-093EC99BD46B,http://www.wistor.nl/imborconversie#C_pl_Contouren_ID,{919CD8BA-8802-4DD4-9551-093EC99BD46B}
http://wistor.nl/utrecht/areaaldata/id/919CD8BA-8802-4DD4-9551-093EC99BD46B,https://data.crow.nl/imbor/def/1e0da1f5-df4c-4b39-ae26-e47cc2d3b847,"Hoog Catharijne, Leidseveer, NS"
http://wistor.nl/utrecht/areaaldata/id/919CD8BA-8802-4DD4-9551-093EC99BD46B,https://data.crow.nl/imbor/def/2b1b2ffa-6cdd-4c54-b8c3-475757e347ff,22.1816144299
http://wistor.nl/utrecht/areaaldata/id/919CD8BA-8802-4DD4-9551-093EC99BD46B,https://data.crow.nl/imbor/def/4e721262-e6e2-41df-bb99-0b6693e32435,https://data.crow.nl/imbor/id/domeinwaarden/b5a9a70f-97ec-4025-bcd0-06c38ac8073a
http://wistor.nl/utrecht/areaaldata/id/919CD8BA-8802-4DD4-9551-093EC99BD46B,https://data.crow.nl/imbor/def/53b695c9-5b86-425e-b65a-537c6d6868e2,119
http://wistor.nl/utrecht/areaaldata/id/919CD8BA-8802-4DD4-9551-093EC99BD46B,https://data.crow.nl/imbor/def/5f430c8d-7503-4a69-9e2f-f0b6e6c7f54e,{919CD8BA-8802-4DD4-9551-093EC99BD46B}
http://wistor.nl/utrecht/areaaldata/id/919CD8BA-8802-4DD4-9551-093EC99BD46B,https://data.crow.nl/imbor/def/888e13ae-214e-471e-839b-79d77d69d46e,"LineString (136318.158122729 455999.162225635, 136324.28884916 456003.689350875, 136336.981955055 456010.823395328)"
http://wistor.nl/utrecht/areaaldata/id/919CD8BA-8802-4DD4-9551-093EC99BD46B,https://data.crow.nl/imbor/def/e131b17d-2b7f-4647-95df-ce38ec97a3f2,Binnenstad city- en winkelgebied
http://wistor.nl/utrecht/areaaldata/id/919CD8BA-8802-4DD4-9551-093EC99BD46B,https://data.crow.nl/imbor/def/eddf0b00-9121-490c-8d2c-272d1e67d8c3,BINNENSTAD
http://wistor.nl/utrecht/areaaldata/id/919CD8BA-8802-4DD4-9551-093EC99BD46B,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/153412AD-2A87-4B21-9520-942314B76208
http://wistor.nl/utrecht/areaaldata/id/919CD8BA-8802-4DD4-9551-093EC99BD46B,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/83E9D606-9B89-4712-A7B9-3F6174318F97
http://wistor.nl/utrecht/areaaldata/id/943EA831-A0EE-45BF-B35A-7503BC03190A,http://www.opengis.net/ont/geosparql#asGeoJSON,"{""type"":""LineString"",""coordinates"":[[5.126655903632138,52.116442911450584],[5.126814056862833,52.116537086665105],[5.126912681415072,52.11659951944074]]}"
http://wistor.nl/utrecht/areaaldata/id/943EA831-A0EE-45BF-B35A-7503BC03190A,http://www.opengis.net/ont/geosparql#asWKT,"LineString (5.126655903632138 52.116442911450584, 5.126814056862833 52.116537086665105, 5.126912681415072 52.11659951944074)"
http://wistor.nl/utrecht/areaaldata/id/943EA831-A0EE-45BF-B35A-7503BC03190A,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://data.crow.nl/imbor/def/ea3de512-7af7-439f-bdd4-1ddacf6cc2bc
http://wistor.nl/utrecht/areaaldata/id/943EA831-A0EE-45BF-B35A-7503BC03190A,http://www.wistor.nl/imborconversie#C_pl_Contouren_ID,{943EA831-A0EE-45BF-B35A-7503BC03190A}
http://wistor.nl/utrecht/areaaldata/id/943EA831-A0EE-45BF-B35A-7503BC03190A,https://data.crow.nl/imbor/def/1e0da1f5-df4c-4b39-ae26-e47cc2d3b847,Neckardreef-zuid
http://wistor.nl/utrecht/areaaldata/id/943EA831-A0EE-45BF-B35A-7503BC03190A,https://data.crow.nl/imbor/def/2b1b2ffa-6cdd-4c54-b8c3-475757e347ff,24.7601175779
http://wistor.nl/utrecht/areaaldata/id/943EA831-A0EE-45BF-B35A-7503BC03190A,https://data.crow.nl/imbor/def/4e721262-e6e2-41df-bb99-0b6693e32435,https://data.crow.nl/imbor/id/domeinwaarden/01a31554-111c-4765-82cb-79f0b178eb8e
http://wistor.nl/utrecht/areaaldata/id/943EA831-A0EE-45BF-B35A-7503BC03190A,https://data.crow.nl/imbor/def/53b695c9-5b86-425e-b65a-537c6d6868e2,127
http://wistor.nl/utrecht/areaaldata/id/943EA831-A0EE-45BF-B35A-7503BC03190A,https://data.crow.nl/imbor/def/5f430c8d-7503-4a69-9e2f-f0b6e6c7f54e,{943EA831-A0EE-45BF-B35A-7503BC03190A}
http://wistor.nl/utrecht/areaaldata/id/943EA831-A0EE-45BF-B35A-7503BC03190A,https://data.crow.nl/imbor/def/888e13ae-214e-471e-839b-79d77d69d46e,"LineString (137154.202 458722.962, 137165.072 458733.401, 137171.852 458740.323)"
http://wistor.nl/utrecht/areaaldata/id/943EA831-A0EE-45BF-B35A-7503BC03190A,https://data.crow.nl/imbor/def/e131b17d-2b7f-4647-95df-ce38ec97a3f2,"Zamenhofdreef, Neckardreef"
http://wistor.nl/utrecht/areaaldata/id/943EA831-A0EE-45BF-B35A-7503BC03190A,https://data.crow.nl/imbor/def/eddf0b00-9121-490c-8d2c-272d1e67d8c3,OVERVECHT
http://wistor.nl/utrecht/areaaldata/id/943EA831-A0EE-45BF-B35A-7503BC03190A,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/C1001729-9B5A-47CC-9AA8-50D9AB02453D
http://wistor.nl/utrecht/areaaldata/id/943EA831-A0EE-45BF-B35A-7503BC03190A,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/CAF3D8B5-8D42-4821-8A95-293C9C590996
